Oppenheimer presenta;Description unavailable;https://www.imdb.com/title/tt0400005/;Genre Unknown;8.4;9;2003-10-01;
Olá Portugal;Description unavailable;https://www.imdb.com/title/tt0400004/;Family;4.0;9;2002-09-09;
Oh, Espanya!;Description unavailable;https://www.imdb.com/title/tt0400003/;Comedy;7.6;18;1996-09-16;
Night Beat News;Description unavailable;https://www.imdb.com/title/tt0400002/;Comedy;No Rating;Total Rating Count N/A;1984-03-05;
Vaalkannadi;Description unavailable;https://www.imdb.com/title/tt0400050/;Comedy;No Rating;Total Rating Count N/A;Unknown;
Trautes Heim;Description unavailable;https://www.imdb.com/title/tt0400049/;Comedy;6.2;6;2002-06-14;
Transmission Impossible;Description unavailable;https://www.imdb.com/title/tt0400048/;Comedy;No Rating;Total Rating Count N/A;1996-10-30;
Tramitz & Friends;Description unavailable;https://www.imdb.com/title/tt0400047/;Comedy;5.0;113;2004-04-02;
The Tour Girls;The Tour Girls is a TV series starring Jodie Moore and Lee Adams. Reality Television series 13 episodes , featuring the behind the scenes of Dancers from Australia, extremely , gritty and dramatic the series is a compelling look at...;https://www.imdb.com/title/tt0400046/;Documentary;7.4;9;2003-07-28;
Tipi Tales;Tipi Tales is a TV series starring Herbie Barnes, Gerry Berrett, and Ryan Rajendra Black. A Canadian First Nations family learns lessons and stories from their elderly grandfather and the animals around them, shared in the form of...;https://www.imdb.com/title/tt0400045/;Family;7.4;14;2002-02-07;
Three Comedies of Marriage;Description unavailable;https://www.imdb.com/title/tt0400044/;Drama;No Rating;Total Rating Count N/A;1975-07-03;
Tell It Like It Is;Description unavailable;https://www.imdb.com/title/tt0400043/;Documentary;No Rating;Total Rating Count N/A;2003-09-04;
Te amo: Maging sino ka man;Description unavailable;https://www.imdb.com/title/tt0400042/;Genre Unknown;8.1;8;2004-02-02;
La talpa;La talpa is a TV series starring Don Backy, Guido Bagatta, and Clarissa Burt. 12 VIPs in Yucatan (Mexico). Among they there is The Mole ! It is the Italian Version of "Celebriy Mole".;https://www.imdb.com/title/tt0400041/;['Adventure', 'Reality-TV', 'Thriller'];4.1;18;2004-01-30;
Tak for kaffe;Tak for kaffe is a TV series starring Gitte Løkkegaard. Talkshow hosted by Gitte Løkkegaard.;https://www.imdb.com/title/tt0400040/;Talk-Show;No Rating;Total Rating Count N/A;Unknown;
Så er det sagt - med Kurt Thyboe;Så er det sagt - med Kurt Thyboe is a TV series starring Kurt Thyboe. Talkshow hosted by Kurt Thyboe.;https://www.imdb.com/title/tt0400039/;Talk-Show;No Rating;Total Rating Count N/A;Unknown;
Svarte penger, hvite løgner;Svarte penger, hvite løgner is a TV series starring Evy Kasseth Røsten, Lars Arentz-Hansen, and Anders Dahlberg. Sverre Fjeld, a young policeman, comes in contact with Trude, a single mom, who's former boyfriend belonged to a drug...;https://www.imdb.com/title/tt0400038/;Drama;7.6;147;2004-01-08;
Summerland;Summerland is a TV series starring Lori Loughlin, Merrin Dungey, and Ryan Kwanten. Bradin, Nikki and Derrick are 3 kids from an average normal Kansas household. Their whole life is thrown upside-down when their parents are...;https://www.imdb.com/title/tt0400037/;Drama;6.9;3647;2004-06-01;
Storyboard;Storyboard is a TV series starring Alec McCowen, Carol Royle, and Liz Crowther. Series of one-off dramas intended to serve as possible pilots.;https://www.imdb.com/title/tt0400036/;Drama;No Rating;Total Rating Count N/A;1983-07-26;
The Story of the Treasure Seekers;Description unavailable;https://www.imdb.com/title/tt0400035/;['Adventure', 'Drama', 'Family'];7.2;6;1982-01-06;
Stookie;Description unavailable;https://www.imdb.com/title/tt0400034/;Drama;7.6;9;1985-09-15;
Stjernestøv;Stjernestøv is a TV series starring Suzanne Bjerrehuus. Packeting show about rich and famous people, hosted by Suzanne Bjerrehuus.;https://www.imdb.com/title/tt0400033/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Stjerneskud;Stjerneskud is a TV series starring Anders Frandsen, Michael Elo, and Peter Biker. Talent competition with cover artists performing cover songs.;https://www.imdb.com/title/tt0400032/;['Game-Show', 'Music'];No Rating;Total Rating Count N/A;Unknown;
Stationen;Description unavailable;https://www.imdb.com/title/tt0400031/;Drama;No Rating;Total Rating Count N/A;1973-09-23;
StarStruck;Description unavailable;https://www.imdb.com/title/tt0400030/;['Game-Show', 'Reality-TV'];7.8;15;2003-10-27;
Spólka rodzinna;Spólka rodzinna is a TV series starring Joanna Zólkowska, Wojciech Wysocki, and Maciej Damiecki. She is a scientist, he is a lawyer. They decide to start up their own business. After that they experience a lot of funny ups and...;https://www.imdb.com/title/tt0400029/;Comedy;No Rating;Total Rating Count N/A;1994-10-29;
Snip;Snip is a TV series starring David Brenner, Lesley Ann Warren, and Hope Summers. In order to re-unite with his ex-wife, a man becomes a beautician at her salon.;https://www.imdb.com/title/tt0400028/;Comedy;No Rating;Total Rating Count N/A;Unknown;
Sn:TV;Description unavailable;https://www.imdb.com/title/tt0400027/;Family;No Rating;Total Rating Count N/A;Unknown;
Six Days of Justice;Six Days of Justice is a TV series starring George Waring, Meadows White, and Rex Robinson. Drama deals with a magistrates' court, which usually is their first encounter with the law in the U.K. The stories evolve around the types...;https://www.imdb.com/title/tt0400026/;Drama;7.6;8;1972-04-10;
Siedlisko;Siedlisko is a TV series starring Anna Dymna, Leonard Pietraszak, and Agnieszka Wagner. A couple, professor of medicine and his wife, an artist, a painter inherit a house. The house is located in a sleepy town in a picturesque lake...;https://www.imdb.com/title/tt0400025/;Drama;7.1;29;1999-01-02;
Shadows of Fear;Shadows of Fear is a TV series starring Ray Smith, Michael Craig, and Ian Bannen. Anthology series in which characters find themselves in weird and scary situations. Not evoked by the supernatural but by other people.;https://www.imdb.com/title/tt0400024/;Thriller;7.5;58;1970-06-17;
Science-Friction;Description unavailable;https://www.imdb.com/title/tt0400022/;Family;No Rating;Total Rating Count N/A;Unknown;
Schulmädchen;Description unavailable;https://www.imdb.com/title/tt0400021/;Comedy;5.6;150;2002-05-31;
Ein Wort aus Musik;Description unavailable;https://www.imdb.com/title/tt0400060/;['Comedy', 'Musical'];No Rating;Total Rating Count N/A;1981-04-22;
Wish ko lang;Wish ko lang is a TV series starring Benjamin Alves, Andrew Zobel, and Juancho Trivino. Wish ko lang is the first wish-granting program on Philippine television, featuring inspiring stories of ordinary Filipinos as they struggle to...;https://www.imdb.com/title/tt0400059/;['Documentary', 'Crime', 'Drama', 'Thriller'];4.3;33;Unknown;
The Winning Streak;The Winning Streak is a TV mini-series starring Dinah Sheridan, Leslie Sands, and Shaun Scott. Drama series dealing with the intrigues of a family motor business and the world of rally driving.;https://www.imdb.com/title/tt0400058/;Drama;No Rating;Total Rating Count N/A;1985-09-16;
When I Was a Girl;Description unavailable;https://www.imdb.com/title/tt0400057/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
The Wars of the Roses;The Wars of the Roses is a TV mini-series starring David Warner, Peggy Ashcroft, and Donald Burton. A filmed theatre production of four of Shakespeare's historical plays condensed down into a trilogy.;https://www.imdb.com/title/tt0400055/;Drama;8.7;56;1965-04-08;
Vox pop;Description unavailable;https://www.imdb.com/title/tt0400054/;Musical;No Rating;Total Rating Count N/A;2003-12-12;
Vildt forelsket;Vildt forelsket is a TV series starring Birthe Kjær and Monique Spartalis. Dating show in 22 episodes, hosted by Birthe Kjær.;https://www.imdb.com/title/tt0400052/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Versión española;Versión española is a TV series starring Cayetana Guillén Cuervo, Eduardo Noriega, and Icíar Bollaín. Veteran Spanish TV show hosted by actress Cayetana Guillén Cuervo with weekly screenings of current Spanish movies. The show's...;https://www.imdb.com/title/tt0400051/;['News', 'Talk-Show'];6.9;71;1998-10-06;
S-Files;Description unavailable;https://www.imdb.com/title/tt0400020/;Talk-Show;7.0;5;Unknown;
Romance;Description unavailable;https://www.imdb.com/title/tt0400019/;Romance;No Rating;Total Rating Count N/A;1977-03-02;
Renegadepress.com;Renegadepress.com is a TV series starring Bronson Pelletier, Ksenia Solo, and Ishan Davé. Renegadepress.com follows the story of best friends Jack Sinclair and Zoey Jones who are determined to expose what's really going on in the...;https://www.imdb.com/title/tt0400018/;['Drama', 'Family'];6.0;122;2004-01-18;
Rehearsal Call;Rehearsal Call is a TV series starring Dee Parker and Leonard Stanley Trio. Short-lived variety series originating in Detroit aired on ABC for five weeks from March 20, 1949 to April 24, 1949;https://www.imdb.com/title/tt0400017/;Family;No Rating;Total Rating Count N/A;1949-03-20;
Rage;Rage is a TV series starring Powderfinger, Queens of the Stone Age, and Chris Cornell. Rage is the most popular all-night music show in Australia. It screens nationally on ABC TV. Rage was first screened in April 1987. On Fridays...;https://www.imdb.com/title/tt0400016/;Music;8.1;176;1987-04-17;
Pumuckl TV;Description unavailable;https://www.imdb.com/title/tt0400015/;Family;4.9;14;Unknown;
Proof;Proof is a TV series starring Finbar Lynch, Orla Brady, and Charlotte Bradley. When investigative reporter Terry Corcoran (Finbar Lynch) unearths a connection between a small-time thief's murder and a crooked accountant's death, the...;https://www.imdb.com/title/tt0400014/;Drama;7.0;123;2004-01-05;
The Probe Team;The Probe Team is a TV series starring Cheche Lazaro, Eliza Zamora, and Martha Covarrubias. Long running television show, featuring documentaries and interviews with common people, politicians, entertainment stars involved in the...;https://www.imdb.com/title/tt0400013/;Documentary;6.2;6;Unknown;
Primeiro Jornal;Description unavailable;https://www.imdb.com/title/tt0400012/;News;6.1;8;Unknown;
Por quererte tanto;Description unavailable;https://www.imdb.com/title/tt0400011/;Romance;No Rating;Total Rating Count N/A;1998-08-03;
Gardening by the Yard;Description unavailable;https://www.imdb.com/title/tt0399970/;Genre Unknown;8.6;43;Unknown;
Fine Line;Description unavailable;https://www.imdb.com/title/tt0399969/;Documentary;No Rating;Total Rating Count N/A;Unknown;
Fairy Tale;Description unavailable;https://www.imdb.com/title/tt0399968/;Documentary;2.8;46;2003-11-02;
The Extraordinary;The Extraordinary is a TV series starring Christopher Chacon, Warwick Moss, and Telly Savalas. Great Australian real life horror/drama tv documentaries about Aliens and the Paranormal;https://www.imdb.com/title/tt0399967/;Mystery;8.8;76;1994-09-26;
Etiketa;Etiketa is a TV mini-series starring Ladislav Spacek, Pavel Dostál, and Marie Horackova. This TV mini-serie of 50 parts shows the basic rules of good manners in a decent and slightly funny way.;https://www.imdb.com/title/tt0399966/;Comedy;8.1;47;2004-01-03;
Engadiner Bilderbogen;Description unavailable;https://www.imdb.com/title/tt0399965/;Genre Unknown;No Rating;Total Rating Count N/A;1974-01-07;
Der eiserne Weg;Description unavailable;https://www.imdb.com/title/tt0399964/;['Adventure', 'History'];7.4;8;1985-02-19;
Dummere end politiet tillader;Dummere end politiet tillader is a TV series starring Torben Zeller. Footage of dumb criminal acts presented by Torben Zeller.;https://www.imdb.com/title/tt0399963/;['Comedy', 'Crime'];No Rating;Total Rating Count N/A;Unknown;
Dreamteam;Description unavailable;https://www.imdb.com/title/tt0399962/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Dragon's Rock;Dragon's Rock is a TV series starring Greg Manwaring, Stefan Thiel, and Jürgen Tombers. The heart of the 26 episodes is Stanley Hopper. As the only dragon around to have been raised among people, he's considered to be a bit...;https://www.imdb.com/title/tt0399961/;Animation;6.2;13;Unknown;
Nanalan';Nanalan' is a TV series starring Jamie Shannon, Todd Doldersum, and Ali Eisner. A small girl has adventures in her grandmother's back yard.;https://www.imdb.com/title/tt0400000/;Family;7.7;287;2003-09-01;
The Most;The Most is a TV mini-series starring Mike Rowe, Kelly Taylor, and Sonia Kazarova. The Eternal Flame of Rome: The longest burning sacred flame in the history of the world.;https://www.imdb.com/title/tt0399998/;Genre Unknown;7.2;20;Unknown;
Monitor: The TV Magazine;Monitor: The TV Magazine is a TV series starring Hugh C. Daly. Interview/travel show highlighting interesting people and places worldwide;https://www.imdb.com/title/tt0399997/;Documentary;No Rating;Total Rating Count N/A;Unknown;
Molle mit Korn;Description unavailable;https://www.imdb.com/title/tt0399996/;Drama;7.1;7;1989-03-12;
Missing in the USA;Description unavailable;https://www.imdb.com/title/tt0399995/;Crime;No Rating;Total Rating Count N/A;2004-02-13;
Meet the Royals;Description unavailable;https://www.imdb.com/title/tt0399994/;['Documentary', 'Biography'];No Rating;Total Rating Count N/A;Unknown;
Med kjærlig hilsen;Description unavailable;https://www.imdb.com/title/tt0399993/;Music;No Rating;Total Rating Count N/A;Unknown;
Matki, zony i kochanki;Matki, zony i kochanki is a TV mini-series starring Anna Romantowska, Jan Englert, and Jan Nowicki. Four women met after many years at their high school reunion. Each of them leads a different life but all are in need of love. With...;https://www.imdb.com/title/tt0399992/;['Comedy', 'Drama', 'Romance'];5.5;94;1996-02-18;
Magpakailanman;Description unavailable;https://www.imdb.com/title/tt0399991/;Drama;No Rating;Total Rating Count N/A;2002-12-02;
And Now the Good News;Description unavailable;https://www.imdb.com/title/tt0399950/;['Comedy', 'Music'];No Rating;Total Rating Count N/A;1978-10-30;
Amy's Choice;Description unavailable;https://www.imdb.com/title/tt0399949/;Drama;No Rating;Total Rating Count N/A;2002-04-16;
ARD-Ratgeber;Description unavailable;https://www.imdb.com/title/tt0399945/;Documentary;5.7;7;1971-01-03;
33 Brompton Place;33 Brompton Place is a TV mini-series starring Brenda Bazinet, I.W. Klein, and Elizabeth Lennie. Three beautiful women occupy the penthouse apartment at 33 Brompton Place in the ritzy Near North Side of Chicago. Patricia is a middle...;https://www.imdb.com/title/tt0399944/;['Drama', 'Romance'];No Rating;Total Rating Count N/A;Unknown;
07 zglos sie;07 zglos sie is a TV series starring Bronislaw Cieslak, Zdzislaw Tobiasz, and Ewa Florczak. A persistent police officer leads various investigations in communist Poland.;https://www.imdb.com/title/tt0399943/;['Crime', 'Mystery'];7.2;257;1976-11-25;
Dokugan-ryu Masamune;Dokugan-ryu Masamune is a TV series starring Maiko Itô, Minken Karasawa, and Yasuhiro Tanogashira. Toyotomi Hideyoshi unified Japan in 1590, but Date Masamune did not abandon his desire to control the nation.;https://www.imdb.com/title/tt0399960/;['Biography', 'Drama', 'History', 'Romance', 'War'];8.2;29;1987-01-04;
